id 	,numSat 	,sumFlags 	,mass 	,centralMass 	,centralFlag 	,centralRband 	,firstSatMass 	,firstSatFlag 	,firstSatRband 
16561651 	,12 	,12 	,1.15e+14 	,2.81e+12 	,True 	,-2.6e+01 	,5.22e+10 	,True 	,-2.1e+01 
16596897 	,143 	,143 	,4.20e+14 	,5.23e+12 	,True 	,-2.6e+01 	,2.07e+11 	,True 	,-2.2e+01 
16596898 	,60 	,60 	,2.88e+14 	,3.28e+12 	,True 	,-2.6e+01 	,2.38e+11 	,True 	,-2.3e+01 
16596900 	,13 	,13 	,1.29e+14 	,3.53e+12 	,True 	,-2.6e+01 	,7.69e+10 	,True 	,-2.2e+01 
16634007 	,236 	,236 	,5.82e+14 	,2.72e+12 	,True 	,-2.5e+01 	,1.16e+12 	,True 	,-2.4e+01 
16634008 	,37 	,37 	,1.53e+14 	,2.93e+12 	,True 	,-2.5e+01 	,2.60e+11 	,True 	,-2.3e+01 
16665012 	,195 	,195 	,5.11e+14 	,3.61e+12 	,True 	,-2.6e+01 	,4.77e+11 	,True 	,-2.3e+01 
16665013 	,49 	,49 	,2.16e+14 	,2.25e+12 	,True 	,-2.5e+01 	,2.10e+12 	,True 	,-2.5e+01 
16699050 	,242 	,242 	,5.85e+14 	,2.40e+12 	,True 	,-2.5e+01 	,1.29e+12 	,True 	,-2.4e+01 
16699051 	,31 	,31 	,3.45e+14 	,6.56e+12 	,True 	,-2.6e+01 	,6.39e+10 	,True 	,-2.1e+01 
16731208 	,184 	,184 	,5.31e+14 	,5.79e+12 	,True 	,-2.6e+01 	,4.97e+11 	,True 	,-2.3e+01 
16762704 	,132 	,132 	,4.11e+14 	,2.33e+12 	,True 	,-2.5e+01 	,1.19e+12 	,True 	,-2.4e+01 
16762706 	,27 	,27 	,2.06e+14 	,3.77e+12 	,True 	,-2.6e+01 	,3.90e+10 	,True 	,-2.1e+01 
16796850 	,181 	,181 	,4.68e+14 	,3.26e+12 	,True 	,-2.5e+01 	,4.87e+11 	,True 	,-2.3e+01 
16796851 	,17 	,17 	,1.32e+14 	,7.66e+11 	,True 	,-2.5e+01 	,4.52e+10 	,True 	,-2.1e+01 
16831490 	,150 	,150 	,4.48e+14 	,3.62e+12 	,True 	,-2.5e+01 	,5.62e+11 	,True 	,-2.3e+01 
16860243 	,205 	,205 	,5.60e+14 	,2.50e+12 	,True 	,-2.5e+01 	,5.36e+11 	,True 	,-2.4e+01 
16860244 	,28 	,28 	,1.42e+14 	,2.29e+12 	,True 	,-2.5e+01 	,2.01e+11 	,True 	,-2.3e+01 
16860246 	,17 	,17 	,1.07e+14 	,2.40e+12 	,True 	,-2.5e+01 	,6.18e+10 	,True 	,-2.1e+01 
16860354 	,1 	,1 	,1.61e+14 	,3.96e+12 	,True 	,-2.6e+01 	,1.90e+11 	,True 	,-2.3e+01 
16892124 	,189 	,189 	,4.67e+14 	,1.83e+12 	,True 	,-2.5e+01 	,9.40e+11 	,True 	,-2.4e+01 
16921354 	,160 	,160 	,4.39e+14 	,3.78e+12 	,True 	,-2.6e+01 	,1.00e+11 	,True 	,-2.2e+01 
16951023 	,134 	,134 	,3.45e+14 	,3.21e+12 	,True 	,-2.5e+01 	,1.64e+11 	,True 	,-2.2e+01 
16976876 	,121 	,121 	,3.12e+14 	,2.64e+12 	,True 	,-2.5e+01 	,5.54e+11 	,True 	,-2.3e+01 
16976878 	,24 	,24 	,1.25e+14 	,2.72e+12 	,True 	,-2.6e+01 	,3.29e+10 	,True 	,-2.1e+01 
16976879 	,21 	,21 	,1.75e+14 	,3.31e+12 	,True 	,-2.6e+01 	,1.32e+11 	,True 	,-2.2e+01 
17008669 	,165 	,165 	,4.46e+14 	,3.84e+12 	,True 	,-2.6e+01 	,2.93e+11 	,True 	,-2.3e+01 
17037164 	,201 	,201 	,5.14e+14 	,5.38e+12 	,True 	,-2.6e+01 	,2.20e+11 	,True 	,-2.3e+01 
17037178 	,2 	,2 	,1.23e+14 	,5.76e+12 	,True 	,-2.7e+01 	,1.02e+11 	,True 	,-2.2e+01 
17068674 	,206 	,206 	,4.57e+14 	,3.07e+12 	,True 	,-2.5e+01 	,3.71e+11 	,True 	,-2.3e+01 
17068675 	,16 	,16 	,1.08e+14 	,1.13e+12 	,True 	,-2.4e+01 	,6.34e+10 	,True 	,-2.2e+01 
2069291 	,468 	,468 	,1.43e+15 	,1.08e+13 	,True 	,-2.7e+01 	,1.17e+12 	,True 	,-2.4e+01 
17098902 	,141 	,141 	,4.43e+14 	,3.27e+12 	,True 	,-2.5e+01 	,5.40e+11 	,True 	,-2.3e+01 
17129688 	,68 	,68 	,2.27e+14 	,1.66e+12 	,True 	,-2.5e+01 	,1.20e+12 	,True 	,-2.4e+01 
17129689 	,32 	,32 	,2.81e+14 	,6.93e+12 	,True 	,-2.6e+01 	,9.57e+10 	,True 	,-2.2e+01 
17129690 	,23 	,23 	,1.14e+14 	,2.49e+12 	,True 	,-2.5e+01 	,1.76e+10 	,True 	,-2e+01 
17129692 	,31 	,31 	,1.83e+14 	,2.61e+12 	,True 	,-2.5e+01 	,1.18e+11 	,True 	,-2.2e+01 
17164637 	,211 	,211 	,4.74e+14 	,2.34e+12 	,True 	,-2.5e+01 	,7.89e+11 	,True 	,-2.4e+01 
17164638 	,7 	,7 	,1.69e+14 	,5.41e+12 	,True 	,-2.6e+01 	,6.50e+10 	,True 	,-2.1e+01 
17195160 	,163 	,163 	,5.13e+14 	,4.12e+12 	,True 	,-2.6e+01 	,5.89e+11 	,True 	,-2.3e+01 
17222002 	,160 	,160 	,4.26e+14 	,3.80e+12 	,True 	,-2.6e+01 	,8.12e+11 	,True 	,-2.4e+01 
17222003 	,24 	,24 	,1.38e+14 	,1.74e+12 	,True 	,-2.5e+01 	,1.26e+12 	,True 	,-2.4e+01 
17250499 	,101 	,101 	,2.47e+14 	,2.60e+12 	,True 	,-2.5e+01 	,1.32e+11 	,True 	,-2.2e+01 
17250500 	,23 	,23 	,1.61e+14 	,1.71e+12 	,True 	,-2.5e+01 	,3.11e+12 	,True 	,-2.5e+01 
17250503 	,5 	,5 	,1.55e+14 	,5.82e+12 	,True 	,-2.6e+01 	,9.09e+10 	,True 	,-2.2e+01 
17283893 	,162 	,162 	,4.30e+14 	,3.32e+12 	,True 	,-2.5e+01 	,1.79e+12 	,True 	,-2.5e+01 
17283894 	,33 	,33 	,2.62e+14 	,3.31e+12 	,True 	,-2.5e+01 	,2.06e+11 	,True 	,-2.2e+01 
17283896 	,17 	,17 	,8.28e+14 	,9.16e+12 	,True 	,-2.7e+01 	,4.81e+09 	,True 	,-1.9e+01 
17283900 	,1 	,1 	,1.45e+14 	,4.43e+12 	,True 	,-2.6e+01 	,1.37e+10 	,True 	,-2e+01 
17315353 	,165 	,165 	,4.05e+14 	,1.53e+12 	,True 	,-2.5e+01 	,1.34e+12 	,True 	,-2.4e+01 
17315354 	,59 	,59 	,1.58e+14 	,1.05e+12 	,True 	,-2.4e+01 	,1.30e+11 	,True 	,-2.2e+01 
17315356 	,14 	,14 	,3.64e+14 	,9.15e+12 	,True 	,-2.7e+01 	,2.99e+10 	,True 	,-2e+01 
17352215 	,185 	,185 	,4.45e+14 	,3.20e+12 	,True 	,-2.5e+01 	,2.86e+11 	,True 	,-2.3e+01 
17352216 	,26 	,26 	,2.02e+14 	,1.92e+12 	,True 	,-2.5e+01 	,2.53e+12 	,True 	,-2.5e+01 
17382530 	,159 	,159 	,4.44e+14 	,3.50e+12 	,True 	,-2.5e+01 	,6.10e+11 	,True 	,-2.4e+01 
17382534 	,15 	,15 	,4.63e+14 	,6.44e+12 	,True 	,-2.7e+01 	,2.80e+12 	,True 	,-2.6e+01 
17382535 	,6 	,6 	,1.62e+14 	,6.86e+12 	,True 	,-2.7e+01 	,1.03e+11 	,True 	,-2.2e+01 
17411815 	,92 	,92 	,2.61e+14 	,2.59e+12 	,True 	,-2.5e+01 	,2.29e+11 	,True 	,-2.3e+01 
17440255 	,122 	,122 	,3.58e+14 	,3.12e+12 	,True 	,-2.5e+01 	,4.44e+11 	,True 	,-2.3e+01 
17440258 	,20 	,20 	,1.41e+14 	,9.91e+11 	,True 	,-2.4e+01 	,3.44e+10 	,True 	,-2.1e+01 
17440273 	,3 	,3 	,1.32e+14 	,3.37e+12 	,True 	,-2.6e+01 	,1.94e+11 	,True 	,-2.3e+01 
17469179 	,184 	,184 	,4.92e+14 	,2.81e+12 	,True 	,-2.5e+01 	,8.35e+11 	,True 	,-2.4e+01 
17469180 	,11 	,11 	,1.57e+14 	,2.12e+12 	,True 	,-2.5e+01 	,2.17e+10 	,True 	,-2e+01 
17469184 	,7 	,7 	,8.29e+14 	,1.02e+13 	,True 	,-2.7e+01 	,1.83e+09 	,True 	,-1.8e+01 
17503683 	,150 	,150 	,4.18e+14 	,2.92e+12 	,True 	,-2.5e+01 	,4.04e+11 	,True 	,-2.3e+01 
17503684 	,16 	,16 	,2.66e+14 	,2.31e+12 	,True 	,-2.6e+01 	,1.50e+12 	,True 	,-2.5e+01 
17503687 	,5 	,5 	,1.77e+14 	,6.59e+12 	,True 	,-2.6e+01 	,7.64e+11 	,True 	,-2.5e+01 
2069307 	,6 	,6 	,1.37e+14 	,2.96e+12 	,True 	,-2.5e+01 	,4.02e+10 	,True 	,-2.1e+01 
17534833 	,154 	,154 	,4.21e+14 	,3.18e+12 	,True 	,-2.5e+01 	,7.04e+11 	,True 	,-2.4e+01 
17560743 	,137 	,137 	,4.33e+14 	,5.44e+12 	,True 	,-2.6e+01 	,4.71e+11 	,True 	,-2.3e+01 
17589327 	,104 	,104 	,2.93e+14 	,3.30e+12 	,True 	,-2.5e+01 	,1.32e+11 	,True 	,-2.2e+01 
17589328 	,13 	,13 	,1.42e+14 	,3.78e+12 	,True 	,-2.6e+01 	,4.78e+10 	,True 	,-2.1e+01 
17613539 	,152 	,152 	,3.70e+14 	,3.80e+12 	,True 	,-2.6e+01 	,1.07e+11 	,True 	,-2.2e+01 
17613543 	,5 	,5 	,1.11e+14 	,4.65e+12 	,True 	,-2.6e+01 	,5.94e+10 	,True 	,-2.1e+01 
2069317 	,6 	,6 	,1.11e+14 	,3.15e+12 	,True 	,-2.5e+01 	,2.92e+10 	,True 	,-2e+01 
17645096 	,142 	,142 	,4.37e+14 	,3.90e+12 	,True 	,-2.6e+01 	,3.19e+11 	,True 	,-2.3e+01 
2069319 	,6 	,6 	,2.36e+14 	,3.47e+12 	,True 	,-2.6e+01 	,1.39e+12 	,True 	,-2.5e+01 
17672515 	,131 	,131 	,3.65e+14 	,4.43e+12 	,True 	,-2.6e+01 	,2.06e+11 	,True 	,-2.2e+01 
17672516 	,24 	,24 	,3.25e+14 	,3.17e+12 	,True 	,-2.6e+01 	,3.93e+12 	,True 	,-2.6e+01 
17704708 	,151 	,151 	,4.24e+14 	,3.92e+12 	,True 	,-2.6e+01 	,2.22e+11 	,True 	,-2.3e+01 
17704709 	,32 	,32 	,2.20e+14 	,4.41e+12 	,True 	,-2.6e+01 	,1.82e+11 	,True 	,-2.3e+01 
17704713 	,4 	,4 	,1.06e+14 	,2.66e+12 	,True 	,-2.6e+01 	,6.54e+11 	,True 	,-2.4e+01 
17704791 	,1 	,1 	,1.27e+14 	,1.71e+12 	,True 	,-2.6e+01 	,1.05e+09 	,True 	,-1.7e+01 
17735014 	,129 	,129 	,3.41e+14 	,2.59e+12 	,True 	,-2.5e+01 	,6.61e+11 	,True 	,-2.4e+01 
17759338 	,115 	,115 	,3.66e+14 	,3.94e+12 	,True 	,-2.6e+01 	,7.03e+11 	,True 	,-2.4e+01 
17784892 	,130 	,130 	,3.36e+14 	,2.28e+12 	,True 	,-2.5e+01 	,4.69e+11 	,True 	,-2.3e+01 
17784893 	,77 	,77 	,3.80e+14 	,3.83e+12 	,True 	,-2.6e+01 	,1.71e+12 	,True 	,-2.5e+01 
17812828 	,95 	,95 	,2.88e+14 	,2.38e+12 	,True 	,-2.5e+01 	,6.43e+11 	,True 	,-2.4e+01 
17838922 	,124 	,124 	,3.91e+14 	,3.55e+12 	,True 	,-2.5e+01 	,1.47e+11 	,True 	,-2.2e+01 
17838924 	,18 	,18 	,1.63e+14 	,4.28e+12 	,True 	,-2.6e+01 	,3.55e+10 	,True 	,-2e+01 
17869429 	,184 	,184 	,4.30e+14 	,3.12e+12 	,True 	,-2.5e+01 	,3.89e+11 	,True 	,-2.3e+01 
17869430 	,30 	,30 	,2.46e+14 	,5.80e+12 	,True 	,-2.6e+01 	,1.02e+11 	,True 	,-2.2e+01 
17869431 	,8 	,8 	,1.91e+14 	,2.62e+12 	,True 	,-2.6e+01 	,1.02e+10 	,True 	,-1.9e+01 
17869433 	,14 	,14 	,2.24e+14 	,6.75e+12 	,True 	,-2.7e+01 	,7.91e+10 	,True 	,-2.1e+01 
2069403 	,2 	,2 	,1.09e+14 	,3.91e+12 	,True 	,-2.6e+01 	,5.34e+10 	,True 	,-2.1e+01 
17902774 	,143 	,143 	,4.46e+14 	,3.57e+12 	,True 	,-2.5e+01 	,2.20e+11 	,True 	,-2.3e+01 
17902778 	,2 	,2 	,2.06e+14 	,7.77e+12 	,True 	,-2.7e+01 	,6.22e+08 	,True 	,-1.7e+01 
17927695 	,143 	,143 	,4.06e+14 	,3.77e+12 	,True 	,-2.6e+01 	,3.55e+11 	,True 	,-2.3e+01 
17927696 	,20 	,20 	,1.02e+14 	,9.17e+11 	,True 	,-2.4e+01 	,3.50e+10 	,True 	,-2.1e+01 
17950429 	,64 	,64 	,1.92e+14 	,1.93e+12 	,True 	,-2.5e+01 	,4.23e+11 	,True 	,-2.4e+01 
17950434 	,6 	,6 	,2.49e+14 	,5.27e+12 	,True 	,-2.7e+01 	,1.92e+12 	,True 	,-2.6e+01 
17950471 	,1 	,1 	,8.97e+14 	,7.58e+12 	,True 	,-2.8e+01 	,3.81e+11 	,True 	,-2.3e+01 
17983895 	,161 	,161 	,4.15e+14 	,2.56e+12 	,True 	,-2.5e+01 	,6.17e+11 	,True 	,-2.4e+01 
17983896 	,10 	,10 	,1.10e+14 	,3.75e+12 	,True 	,-2.6e+01 	,3.01e+10 	,True 	,-2e+01 
17983900 	,7 	,7 	,1.54e+14 	,6.14e+12 	,True 	,-2.6e+01 	,1.96e+09 	,True 	,-1.8e+01 
18007868 	,120 	,120 	,3.56e+14 	,2.11e+12 	,True 	,-2.5e+01 	,1.04e+12 	,True 	,-2.4e+01 
2213486 	,687 	,687 	,1.93e+15 	,9.52e+12 	,True 	,-2.7e+01 	,1.53e+12 	,True 	,-2.4e+01 
18031884 	,146 	,146 	,3.97e+14 	,3.26e+12 	,True 	,-2.5e+01 	,3.71e+11 	,True 	,-2.3e+01 
18031885 	,14 	,14 	,1.06e+14 	,1.58e+12 	,True 	,-2.5e+01 	,3.90e+10 	,True 	,-2.1e+01 
2213487 	,100 	,100 	,5.03e+14 	,2.21e+10 	,True 	,-2e+01 	,1.64e+11 	,True 	,-2.2e+01 
18057470 	,149 	,149 	,3.89e+14 	,2.97e+12 	,True 	,-2.5e+01 	,4.62e+11 	,True 	,-2.3e+01 
2213488 	,97 	,97 	,5.40e+14 	,7.44e+12 	,True 	,-2.6e+01 	,4.84e+11 	,True 	,-2.3e+01 
18057501 	,2 	,2 	,2.34e+14 	,5.02e+12 	,True 	,-2.6e+01 	,2.16e+09 	,True 	,-1.8e+01 
18083780 	,114 	,114 	,3.61e+14 	,3.78e+12 	,True 	,-2.6e+01 	,2.27e+11 	,True 	,-2.2e+01 
18083781 	,20 	,20 	,1.01e+14 	,2.03e+12 	,True 	,-2.5e+01 	,1.05e+11 	,True 	,-2.3e+01 
2213489 	,53 	,53 	,2.65e+14 	,3.04e+12 	,True 	,-2.5e+01 	,5.96e+11 	,True 	,-2.4e+01 
18083782 	,9 	,9 	,2.21e+14 	,7.45e+12 	,True 	,-2.6e+01 	,4.83e+10 	,True 	,-2.2e+01 
18083789 	,5 	,5 	,3.04e+14 	,7.96e+12 	,True 	,-2.7e+01 	,7.59e+11 	,True 	,-2.4e+01 
18115595 	,167 	,167 	,4.02e+14 	,1.94e+12 	,True 	,-2.5e+01 	,5.43e+11 	,True 	,-2.3e+01 
18143062 	,132 	,132 	,4.12e+14 	,4.20e+12 	,True 	,-2.6e+01 	,4.87e+11 	,True 	,-2.3e+01 
18143063 	,29 	,29 	,2.65e+14 	,1.83e+12 	,True 	,-2.5e+01 	,5.49e+10 	,True 	,-2.1e+01 
18168907 	,168 	,168 	,3.79e+14 	,1.98e+12 	,True 	,-2.5e+01 	,1.35e+12 	,True 	,-2.4e+01 
18193714 	,117 	,117 	,3.50e+14 	,4.44e+12 	,True 	,-2.6e+01 	,1.31e+11 	,True 	,-2.2e+01 
18215742 	,107 	,107 	,3.37e+14 	,2.35e+12 	,True 	,-2.5e+01 	,1.44e+12 	,True 	,-2.5e+01 
18235846 	,106 	,106 	,3.13e+14 	,2.73e+12 	,True 	,-2.5e+01 	,2.50e+12 	,True 	,-2.5e+01 
18235858 	,2 	,2 	,1.22e+14 	,4.02e+12 	,True 	,-2.7e+01 	,2.03e+10 	,True 	,-2e+01 
18259461 	,128 	,128 	,3.24e+14 	,2.27e+12 	,True 	,-2.5e+01 	,8.98e+11 	,True 	,-2.4e+01 
18259462 	,29 	,29 	,1.45e+14 	,2.64e+12 	,True 	,-2.5e+01 	,8.64e+10 	,True 	,-2.1e+01 
18259463 	,21 	,21 	,2.01e+14 	,6.28e+12 	,True 	,-2.6e+01 	,4.32e+10 	,True 	,-2.1e+01 
18285440 	,124 	,124 	,3.22e+14 	,1.75e+12 	,True 	,-2.5e+01 	,4.17e+11 	,True 	,-2.3e+01 
18305929 	,115 	,115 	,3.86e+14 	,4.23e+12 	,True 	,-2.6e+01 	,3.72e+11 	,True 	,-2.3e+01 
18326474 	,124 	,124 	,3.26e+14 	,2.93e+12 	,True 	,-2.5e+01 	,1.02e+12 	,True 	,-2.4e+01 
18326475 	,18 	,18 	,2.52e+14 	,4.32e+12 	,True 	,-2.6e+01 	,2.90e+11 	,True 	,-2.3e+01 
18351627 	,158 	,158 	,3.63e+14 	,1.90e+12 	,True 	,-2.5e+01 	,8.01e+11 	,True 	,-2.4e+01 
18373383 	,117 	,117 	,2.95e+14 	,2.55e+12 	,True 	,-2.5e+01 	,2.27e+11 	,True 	,-2.3e+01 
18373384 	,15 	,15 	,9.04e+14 	,1.09e+13 	,True 	,-2.7e+01 	,3.55e+11 	,True 	,-2.3e+01 
18373388 	,5 	,5 	,3.54e+14 	,6.24e+12 	,True 	,-2.6e+01 	,2.25e+10 	,True 	,-2e+01 
18399944 	,149 	,149 	,3.77e+14 	,2.16e+12 	,True 	,-2.5e+01 	,4.60e+11 	,True 	,-2.3e+01 
18399946 	,12 	,12 	,1.10e+14 	,2.52e+12 	,True 	,-2.5e+01 	,4.00e+10 	,True 	,-2.1e+01 
18421126 	,113 	,113 	,3.45e+14 	,4.62e+12 	,True 	,-2.6e+01 	,1.11e+11 	,True 	,-2.2e+01 
18421127 	,18 	,18 	,2.62e+14 	,8.09e+12 	,True 	,-2.6e+01 	,1.68e+10 	,True 	,-2e+01 
18445260 	,141 	,141 	,3.67e+14 	,3.01e+12 	,True 	,-2.6e+01 	,2.94e+11 	,True 	,-2.3e+01 
18445261 	,25 	,25 	,1.97e+14 	,3.95e+12 	,True 	,-2.6e+01 	,8.21e+09 	,True 	,-1.9e+01 
18445262 	,6 	,6 	,1.29e+14 	,4.69e+12 	,True 	,-2.6e+01 	,9.52e+08 	,True 	,-1.7e+01 
18464818 	,124 	,124 	,3.03e+14 	,2.81e+12 	,True 	,-2.5e+01 	,4.11e+11 	,True 	,-2.3e+01 
18464819 	,35 	,35 	,3.68e+14 	,5.95e+12 	,True 	,-2.6e+01 	,3.05e+10 	,True 	,-2.2e+01 
18491313 	,132 	,132 	,3.33e+14 	,3.12e+12 	,True 	,-2.5e+01 	,2.27e+11 	,True 	,-2.3e+01 
18512862 	,109 	,109 	,2.58e+14 	,2.39e+12 	,True 	,-2.5e+01 	,1.72e+11 	,True 	,-2.2e+01 
18512867 	,3 	,3 	,1.55e+14 	,4.43e+12 	,True 	,-2.6e+01 	,2.58e+10 	,True 	,-2.1e+01 
18539098 	,94 	,94 	,2.99e+14 	,1.82e+12 	,True 	,-2.5e+01 	,1.00e+12 	,True 	,-2.4e+01 
18558842 	,137 	,137 	,3.28e+14 	,3.09e+12 	,True 	,-2.5e+01 	,1.89e+11 	,True 	,-2.3e+01 
18558843 	,10 	,10 	,1.32e+14 	,3.19e+12 	,True 	,-2.6e+01 	,4.84e+10 	,True 	,-2.2e+01 
18579555 	,128 	,128 	,3.56e+14 	,4.26e+12 	,True 	,-2.6e+01 	,9.77e+10 	,True 	,-2.2e+01 
18579557 	,15 	,15 	,1.51e+14 	,3.84e+12 	,True 	,-2.6e+01 	,2.02e+10 	,True 	,-2.1e+01 
18579558 	,16 	,16 	,1.12e+14 	,3.37e+12 	,True 	,-2.6e+01 	,5.52e+10 	,True 	,-2.1e+01 
18602073 	,124 	,124 	,3.34e+14 	,3.16e+12 	,True 	,-2.5e+01 	,2.00e+11 	,True 	,-2.2e+01 
18602076 	,7 	,7 	,2.75e+14 	,8.76e+12 	,True 	,-2.7e+01 	,1.83e+10 	,True 	,-2e+01 
18602083 	,6 	,6 	,1.22e+14 	,4.95e+12 	,True 	,-2.7e+01 	,4.99e+08 	,True 	,-1.7e+01 
18624090 	,113 	,113 	,2.70e+14 	,2.70e+12 	,True 	,-2.5e+01 	,5.31e+11 	,True 	,-2.3e+01 
18643420 	,99 	,99 	,3.23e+14 	,2.42e+12 	,True 	,-2.5e+01 	,1.44e+12 	,True 	,-2.4e+01 
2213531 	,4 	,4 	,1.31e+14 	,4.11e+12 	,True 	,-2.6e+01 	,8.66e+09 	,True 	,-1.9e+01 
18663609 	,89 	,89 	,2.70e+14 	,3.11e+12 	,True 	,-2.5e+01 	,2.50e+11 	,True 	,-2.3e+01 
18663612 	,7 	,7 	,1.82e+14 	,5.14e+12 	,True 	,-2.6e+01 	,8.27e+10 	,True 	,-2.1e+01 
18685064 	,148 	,148 	,2.72e+14 	,1.90e+12 	,True 	,-2.5e+01 	,6.13e+10 	,True 	,-2.1e+01 
18685065 	,25 	,25 	,2.43e+14 	,4.32e+12 	,True 	,-2.6e+01 	,2.68e+12 	,True 	,-2.6e+01 
18706787 	,158 	,158 	,3.70e+14 	,1.92e+12 	,True 	,-2.5e+01 	,1.18e+12 	,True 	,-2.4e+01 
18706789 	,6 	,6 	,1.24e+14 	,1.85e+12 	,True 	,-2.5e+01 	,4.61e+10 	,True 	,-2.1e+01 
18727320 	,98 	,98 	,3.10e+14 	,1.89e+12 	,True 	,-2.5e+01 	,3.68e+11 	,True 	,-2.3e+01 
18750520 	,106 	,106 	,3.20e+14 	,2.22e+12 	,True 	,-2.5e+01 	,8.15e+11 	,True 	,-2.4e+01 
18750521 	,23 	,23 	,1.73e+14 	,2.67e+12 	,True 	,-2.6e+01 	,6.49e+10 	,True 	,-2.1e+01 
18750524 	,8 	,8 	,1.61e+14 	,4.77e+12 	,True 	,-2.6e+01 	,4.61e+09 	,True 	,-1.9e+01 
18771334 	,93 	,93 	,3.39e+14 	,4.96e+12 	,True 	,-2.7e+01 	,2.48e+11 	,True 	,-2.3e+01 
18771341 	,1 	,1 	,1.00e+14 	,4.73e+12 	,True 	,-2.6e+01 	,5.69e+08 	,True 	,-1.6e+01 
18788090 	,89 	,89 	,2.75e+14 	,3.58e+12 	,True 	,-2.5e+01 	,3.63e+10 	,True 	,-2e+01 
18788091 	,14 	,14 	,2.62e+14 	,8.60e+12 	,True 	,-2.6e+01 	,4.26e+10 	,True 	,-2.1e+01 
18809506 	,109 	,109 	,2.86e+14 	,1.77e+12 	,True 	,-2.5e+01 	,7.56e+11 	,True 	,-2.4e+01 
18827654 	,87 	,87 	,2.12e+14 	,1.34e+12 	,True 	,-2.5e+01 	,8.42e+11 	,True 	,-2.4e+01 
18827655 	,24 	,24 	,3.23e+14 	,6.64e+12 	,True 	,-2.6e+01 	,1.81e+11 	,True 	,-2.2e+01 
18851017 	,115 	,115 	,3.18e+14 	,2.63e+12 	,True 	,-2.5e+01 	,6.48e+11 	,True 	,-2.4e+01 
2380799 	,725 	,725 	,2.18e+15 	,1.22e+13 	,True 	,-2.7e+01 	,2.70e+12 	,True 	,-2.5e+01 
18867961 	,106 	,106 	,2.68e+14 	,2.52e+12 	,True 	,-2.5e+01 	,5.72e+11 	,True 	,-2.3e+01 
18867962 	,21 	,21 	,1.74e+14 	,5.54e+12 	,True 	,-2.6e+01 	,5.65e+10 	,True 	,-2.1e+01 
18887856 	,113 	,113 	,3.01e+14 	,1.87e+12 	,True 	,-2.5e+01 	,7.19e+11 	,True 	,-2.4e+01 
2380800 	,38 	,38 	,1.23e+14 	,1.41e+12 	,True 	,-2.5e+01 	,2.05e+11 	,True 	,-2.3e+01 
18887861 	,9 	,9 	,1.18e+14 	,1.45e+12 	,True 	,-2.5e+01 	,8.44e+10 	,True 	,-2.1e+01 
18908963 	,103 	,103 	,2.57e+14 	,1.46e+12 	,True 	,-2.5e+01 	,3.77e+11 	,True 	,-2.3e+01 
2380801 	,43 	,43 	,2.78e+14 	,4.37e+12 	,True 	,-2.6e+01 	,2.64e+11 	,True 	,-2.3e+01 
18929622 	,82 	,82 	,2.83e+14 	,3.11e+12 	,True 	,-2.7e+01 	,1.65e+11 	,True 	,-2.2e+01 
18929625 	,5 	,5 	,1.03e+14 	,3.57e+12 	,True 	,-2.6e+01 	,5.10e+08 	,True 	,-1.7e+01 
18948062 	,81 	,81 	,2.83e+14 	,2.97e+12 	,True 	,-2.5e+01 	,1.72e+11 	,True 	,-2.2e+01 
18948063 	,38 	,38 	,2.97e+14 	,5.70e+12 	,True 	,-2.6e+01 	,2.25e+11 	,True 	,-2.2e+01 
18969218 	,123 	,123 	,2.70e+14 	,2.15e+12 	,True 	,-2.5e+01 	,2.88e+11 	,True 	,-2.3e+01 
18989886 	,109 	,109 	,2.80e+14 	,1.42e+12 	,True 	,-2.5e+01 	,6.41e+11 	,True 	,-2.4e+01 
2380804 	,38 	,38 	,2.53e+14 	,4.73e+12 	,True 	,-2.6e+01 	,1.38e+11 	,True 	,-2.2e+01 
19007993 	,121 	,121 	,2.92e+14 	,1.64e+12 	,True 	,-2.5e+01 	,9.34e+11 	,True 	,-2.4e+01 
19007994 	,22 	,22 	,1.03e+14 	,2.09e+12 	,True 	,-2.5e+01 	,3.23e+10 	,True 	,-2.1e+01 
19007996 	,15 	,15 	,2.07e+14 	,4.78e+12 	,True 	,-2.6e+01 	,3.84e+10 	,True 	,-2.1e+01 
19030246 	,89 	,89 	,2.56e+14 	,2.19e+12 	,True 	,-2.5e+01 	,2.26e+11 	,True 	,-2.2e+01 
19048967 	,91 	,91 	,2.63e+14 	,2.64e+12 	,True 	,-2.5e+01 	,9.21e+10 	,True 	,-2.1e+01 
19063700 	,104 	,104 	,2.73e+14 	,2.68e+12 	,True 	,-2.5e+01 	,2.40e+11 	,True 	,-2.3e+01 
19082221 	,103 	,103 	,2.56e+14 	,2.09e+12 	,True 	,-2.5e+01 	,5.42e+11 	,True 	,-2.3e+01 
19102051 	,79 	,79 	,2.29e+14 	,1.92e+12 	,True 	,-2.5e+01 	,5.34e+11 	,True 	,-2.3e+01 
19119113 	,84 	,84 	,2.50e+14 	,3.14e+12 	,True 	,-2.5e+01 	,1.90e+11 	,True 	,-2.2e+01 
19119124 	,5 	,5 	,4.80e+14 	,4.04e+12 	,True 	,-2.6e+01 	,2.23e+09 	,True 	,-1.8e+01 
19136797 	,75 	,75 	,1.99e+14 	,1.20e+12 	,True 	,-2.5e+01 	,4.65e+11 	,True 	,-2.3e+01 
